City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
262,Hamilton,39.1834,-84.5333,83.95,65,0,4.61,Clear,US,2022-09-20 23:30:31
263,Luanda,-8.8368,13.2343,71.6,88,20,4.61,Clouds,AO,2022-09-20 23:26:49
264,Geraldton,-28.7667,114.6,50.41,93,94,9.22,Clouds,AU,2022-09-20 23:30:32
265,Mirnyy,62.5353,113.9611,32.23,92,100,8.99,Clouds,RU,2022-09-20 23:30:32
266,Katsuura,35.1333,140.3,64.42,78,100,20.4,Clouds,JP,2022-09-20 23:30:33
267,Wajid,3.8093,43.2471,73.31,75,79,17.36,Clouds,SO,2022-09-20 23:30:33
268,Shingu,33.7333,135.9833,70.54,62,99,2.62,Clouds,JP,2022-09-20 23:30:33
269,Adrar,20.5022,-10.0711,87.55,28,99,22.84,Clouds,MR,2022-09-20 23:30:34
270,Kailua,21.4022,-157.7394,89.58,63,40,12.66,Clouds,US,2022-09-20 23:30:34
271,Myitkyina,25.3833,97.4,74.3,99,99,1.01,Clouds,MM,2022-09-20 23:30:34
272,Tamisan,6.8437,126.2984,83.34,71,98,3.85,Clouds,PH,2022-09-20 23:30:35
273,Scarborough,54.2797,-0.4044,57.78,82,93,6.04,Clouds,GB,2022-09-20 23:31:02
274,Flic En Flac,-20.2742,57.3631,71.53,79,33,14.54,Clouds,MU,2022-09-20 23:31:35
275,Kumylzhenskaya,49.8809,42.5898,52.99,58,100,5.61,Clouds,RU,2022-09-20 23:31:35
276,Kahului,20.8947,-156.47,91.42,56,40,23.02,Clouds,US,2022-09-20 23:31:36
277,Trelew,-43.249,-65.3051,46.76,91,100,18.52,Rain,AR,2022-09-20 23:31:36
278,Mount Isa,-20.7333,139.5,71.37,68,75,13.8,Clouds,AU,2022-09-20 23:31:37
279,Bredasdorp,-34.5322,20.0403,49.51,90,0,3.94,Clear,ZA,2022-09-20 23:31:37
280,Lufilufi,-13.8745,-171.5986,89.38,77,9,23.98,Clear,WS,2022-09-20 23:31:37
281,Greeneville,36.1632,-82.831,81.48,74,1,2.39,Clear,US,2022-09-20 23:28:37
282,Sitka,57.0531,-135.33,57.09,94,100,3.44,Rain,US,2022-09-20 23:31:37
283,Mao,39.8885,4.2658,68.56,68,20,5.75,Clouds,ES,2022-09-20 23:31:38
284,Tezu,27.9167,96.1667,74.3,97,99,2.82,Clouds,IN,2022-09-20 23:31:38
285,Denpasar,-8.65,115.2167,80.26,83,75,9.22,Clouds,ID,2022-09-20 23:31:39
286,Xining,36.6167,101.7667,50.95,77,4,2.15,Clear,CN,2022-09-20 23:31:39
287,Basco,20.4487,121.9702,81.19,63,94,16.71,Clouds,PH,2022-09-20 23:31:39
288,Penzance,50.1186,-5.5371,52.48,76,23,2.64,Clouds,GB,2022-09-20 23:31:40
289,Rocha,-34.4833,-54.3333,46.69,88,100,4.43,Clouds,UY,2022-09-20 23:31:40
290,Roma,43.2128,-75.4557,63.37,90,100,5.99,Clouds,US,2022-09-20 23:31:40
291,Myaundzha,63.0494,147.1858,28.26,92,100,7.31,Snow,RU,2022-09-20 23:31:41
292,Shenjiamen,29.9576,122.298,71.71,81,99,15.57,Clouds,CN,2022-09-20 23:31:41
293,Olafsvik,64.8945,-23.7142,49.48,89,51,7.74,Clouds,IS,2022-09-20 23:31:41
294,Agbor,6.2518,6.1934,72.34,99,100,3.74,Clouds,NG,2022-09-20 23:31:42
295,Road Town,18.4167,-64.6167,84.29,84,40,8.05,Clouds,VG,2022-09-20 23:29:08
296,Caibarien,22.5206,-79.4669,85.32,76,2,9.78,Clear,CU,2022-09-20 23:31:42
297,Sabha,27.0377,14.4283,86.95,13,0,6.46,Clear,LY,2022-09-20 23:31:42
298,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.98,81,28,8.41,Clouds,BR,2022-09-20 23:31:43
299,Aykino,62.2248,49.9922,48.79,93,99,9.78,Rain,RU,2022-09-20 23:31:43
300,Vanderhoof,54.0166,-124.0198,68.72,24,3,2.42,Clear,CA,2022-09-20 23:30:16
301,Klyuchi,52.2667,79.1667,56.23,42,2,2.68,Clear,RU,2022-09-20 23:31:43
302,Thabazimbi,-24.5917,27.4116,58.28,30,19,0.89,Clouds,ZA,2022-09-20 23:31:44
303,Nanortalik,60.1432,-45.2371,40.62,90,14,15.82,Clouds,GL,2022-09-20 23:31:44
304,Tocopilla,-22.092,-70.1979,59.95,69,10,11.48,Clear,CL,2022-09-20 23:31:44
305,Bethel,41.3712,-73.414,73.76,74,100,4.61,Clouds,US,2022-09-20 23:31:45
306,Taunggyi,20.7833,97.0333,61.9,96,23,0.78,Clouds,MM,2022-09-20 23:31:45
307,Leh,34.1667,77.5833,52.3,48,83,3.96,Clouds,IN,2022-09-20 23:31:45
308,Koani,-6.1333,39.2833,70.7,85,26,5.12,Clouds,TZ,2022-09-20 23:31:46
309,Nilagiri,21.4582,86.7722,77.04,92,13,4.65,Clouds,IN,2022-09-20 23:31:46
310,Cap Malheureux,-19.9842,57.6142,71.47,73,7,11.99,Clear,MU,2022-09-20 23:31:46
311,Namtsy,62.7161,129.6658,31.82,61,6,9.69,Clear,RU,2022-09-20 23:31:47
312,Meulaboh,4.1363,96.1285,75.65,90,96,3.78,Rain,ID,2022-09-20 23:31:47
313,Colares,38.7992,-9.4469,74.39,85,91,10.78,Clouds,PT,2022-09-20 23:31:47
314,Achacachi,-16.05,-68.6833,48.16,73,51,8.28,Clouds,BO,2022-09-20 23:31:48
315,Baie-Comeau,49.2168,-68.1489,51.48,76,40,5.75,Clouds,CA,2022-09-20 23:31:48
316,Port Blair,11.6667,92.75,77.04,94,75,2.3,Mist,IN,2022-09-20 23:31:48
317,Sur,22.5667,59.5289,83.08,67,0,4.99,Clear,OM,2022-09-20 23:31:49
318,Batemans Bay,-35.7167,150.1833,60.1,60,87,8.23,Rain,AU,2022-09-20 23:32:49
319,Mantua,45.1667,10.7833,61.84,82,4,1.99,Clear,IT,2022-09-20 23:30:16
320,Murfreesboro,35.8456,-86.3903,93.04,63,0,4.61,Clear,US,2022-09-20 23:29:05
321,San Ignacio,17.1561,-89.0714,77.14,88,75,0.0,Clouds,BZ,2022-09-20 23:32:49
322,Pemberton,50.3164,-122.8027,74.89,23,0,2.68,Clear,CA,2022-09-20 23:32:50
323,Slave Lake,55.2834,-114.769,55.38,58,0,3.44,Clear,CA,2022-09-20 23:32:50
324,Acari,-15.4311,-74.6158,62.83,82,65,5.35,Clouds,PE,2022-09-20 23:32:50
325,Honggang,46.4667,124.8667,54.25,39,19,16.62,Clouds,CN,2022-09-20 23:32:51
326,Areka,7.0667,37.7,59.63,83,96,2.15,Clouds,ET,2022-09-20 23:32:51
327,Camana,-16.6228,-72.7111,59.86,87,97,10.94,Clouds,PE,2022-09-20 23:32:51
328,Norman Wells,65.282,-126.8329,59.04,44,75,3.44,Clouds,CA,2022-09-20 23:32:52
329,Zhob,31.3411,69.4481,72.9,46,0,1.86,Clear,PK,2022-09-20 23:32:52
330,Arona,28.0996,-16.681,66.72,87,20,8.05,Clouds,ES,2022-09-20 23:32:52
331,Imeni Poliny Osipenko,52.4201,136.4853,45.79,60,5,11.79,Clear,RU,2022-09-20 23:32:52
332,Namatanai,-3.6667,152.4333,80.65,77,98,2.75,Rain,PG,2022-09-20 23:32:53
333,Robertsport,6.7533,-11.3686,76.69,87,100,12.95,Rain,LR,2022-09-20 23:32:53
334,Talas,38.6908,35.5538,56.07,72,40,1.14,Clouds,TR,2022-09-20 23:32:53
335,Kenai,60.5544,-151.2583,53.69,78,100,9.22,Clouds,US,2022-09-20 23:32:54
336,Tetiyiv,49.3767,29.6647,47.39,96,100,13.18,Rain,UA,2022-09-20 23:32:54
337,Ilorin,8.5,4.55,70.95,97,83,3.89,Clouds,NG,2022-09-20 23:32:54
338,Palaikastron,35.2,26.25,71.73,70,32,11.59,Clouds,GR,2022-09-20 23:32:55
339,Yulara,-25.2406,130.9889,64.22,38,0,12.91,Clear,AU,2022-09-20 23:32:55
340,Solnechnyy,50.7214,136.6319,45.68,61,10,5.7,Clear,RU,2022-09-20 23:32:55
341,Pingzhuang,42.0372,119.2889,59.67,24,0,4.9,Clear,CN,2022-09-20 23:32:55
342,Les Cayes,18.2,-73.75,79.88,84,100,3.65,Clouds,HT,2022-09-20 23:32:56
343,Aloleng,16.1307,119.7824,80.22,80,87,8.34,Clouds,PH,2022-09-20 23:32:56
344,Kajaani,64.2273,27.7285,42.85,70,100,8.05,Clouds,FI,2022-09-20 23:32:56
345,Morondava,-20.2833,44.2833,72.39,66,0,1.83,Clear,MG,2022-09-20 23:32:57
346,Kushmurun,52.4503,64.6311,59.29,33,0,5.79,Clear,KZ,2022-09-20 23:32:57
347,Sambava,-14.2667,50.1667,66.25,87,32,11.54,Clouds,MG,2022-09-20 23:32:57
348,Svay Rieng,11.0879,105.7993,78.4,83,91,2.19,Clouds,KH,2022-09-20 23:32:57
349,Uruzgan,32.8333,66.0,65.34,23,0,2.91,Clear,AF,2022-09-20 23:32:58
350,Havre-Saint-Pierre,50.2334,-63.5986,48.56,87,0,5.75,Clear,CA,2022-09-20 23:32:58
351,Alofi,-19.0595,-169.9187,80.49,69,75,17.27,Clouds,NU,2022-09-20 23:32:58
352,Christchurch,-43.5333,172.6333,57.9,76,100,12.66,Clouds,NZ,2022-09-20 23:30:40
353,Khotyn,48.4833,26.5,46.02,87,72,9.48,Clouds,UA,2022-09-20 23:32:59
354,Ulladulla,-35.35,150.4667,63.77,65,91,11.7,Clouds,AU,2022-09-20 23:32:59
355,Diamantino,-14.4086,-56.4461,86.94,46,89,4.0,Clouds,BR,2022-09-20 23:32:59
356,Katangli,51.7102,143.2326,49.35,52,3,18.54,Clear,RU,2022-09-20 23:33:00
357,Esperance,-33.8667,121.9,58.57,74,0,15.77,Clear,AU,2022-09-20 23:33:00
358,Petropavlovsk-Kamchatskiy,53.0452,158.6483,54.19,67,75,2.24,Rain,RU,2022-09-20 23:31:05
359,Grenaa,56.4158,10.8783,46.6,64,7,7.65,Clear,DK,2022-09-20 23:33:00
360,Kabare,-2.4683,28.8242,62.91,82,87,1.16,Clouds,CD,2022-09-20 23:33:01
361,Chinsali,-10.5414,32.0816,63.82,31,5,2.98,Clear,ZM,2022-09-20 23:33:01
362,Bayshore Gardens,27.4253,-82.5904,85.05,79,20,9.22,Clouds,US,2022-09-20 23:33:01
363,Waddan,29.1614,16.139,86.79,15,3,6.73,Clear,LY,2022-09-20 23:33:02
364,Vung Tau,10.346,107.0843,78.55,87,100,12.06,Clouds,VN,2022-09-20 23:28:54
365,Mahon,39.8885,4.2658,68.56,68,20,5.75,Clouds,ES,2022-09-20 23:31:38
366,Big Rapids,43.6981,-85.4837,66.69,92,40,3.44,Clouds,US,2022-09-20 23:34:02
367,Bandarbeyla,9.4942,50.8122,78.85,81,76,19.57,Clouds,SO,2022-09-20 23:34:03
368,Sechura,-5.5569,-80.8222,65.14,73,71,19.24,Clouds,PE,2022-09-20 23:34:03
369,Udachnyy,66.4167,112.4,25.45,92,100,14.65,Clouds,RU,2022-09-20 23:33:34
370,Hedaru,-4.5,37.9,65.93,88,30,5.08,Clouds,TZ,2022-09-20 23:34:04
371,Vaitape,-16.5167,-151.75,78.08,74,7,14.85,Rain,PF,2022-09-20 23:34:04
372,Old Town,50.087,14.4202,48.4,90,0,6.91,Clear,CZ,2022-09-20 23:34:04
373,Hambantota,6.1241,81.1185,78.69,83,8,15.61,Clear,LK,2022-09-20 23:34:04
374,Nemuro,43.3236,145.575,57.42,59,94,5.53,Clouds,JP,2022-09-20 23:34:05
375,Tchibanga,-2.85,11.0333,72.61,88,100,3.65,Clouds,GA,2022-09-20 23:34:05
376,Honiara,-9.4333,159.95,74.89,97,100,9.8,Clouds,SB,2022-09-20 23:34:06
377,Puerto Escondido,15.85,-97.0667,81.43,54,100,5.75,Clouds,MX,2022-09-20 23:34:06
378,Bengkulu,-3.8004,102.2655,75.88,88,99,3.51,Clouds,ID,2022-09-20 23:34:07
379,Mahibadhoo,3.7833,72.9667,80.8,77,52,8.95,Clouds,MV,2022-09-20 23:34:07
380,Manta,-0.95,-80.7333,71.38,83,75,10.36,Clouds,EC,2022-09-20 23:34:07
381,Honolulu,21.3069,-157.8583,89.42,57,40,18.41,Clouds,US,2022-09-20 23:30:04
382,Humaita,-7.5061,-63.0208,82.99,48,37,1.99,Clouds,BR,2022-09-20 23:34:08
383,Berbera,10.4396,45.0143,88.83,59,11,5.64,Clouds,SO,2022-09-20 23:34:08
384,Tarko-Sale,64.9225,77.785,48.29,96,100,21.52,Clouds,RU,2022-09-20 23:34:08
385,Saint George,37.1041,-113.5841,93.79,16,0,11.5,Clear,US,2022-09-20 23:29:44
386,Los Llanos De Aridane,28.6585,-17.9182,69.55,90,40,5.75,Clouds,ES,2022-09-20 23:34:09
387,Hongjiang,27.11,109.9956,69.58,52,86,4.56,Clouds,CN,2022-09-20 23:34:09
388,Yamada,39.4667,141.95,62.71,56,21,5.95,Clouds,JP,2022-09-20 23:34:10
389,Arman,59.7,150.1667,44.02,78,95,5.1,Clouds,RU,2022-09-20 23:34:10
390,Tessalit,20.1986,1.0114,87.84,36,46,7.67,Rain,ML,2022-09-20 23:34:10
391,Ambulu,-8.345,113.6058,77.65,81,98,3.49,Clouds,ID,2022-09-20 23:34:11
392,San Patricio,28.017,-97.5169,89.69,56,16,11.61,Clouds,US,2022-09-20 23:34:11
393,Progreso,21.2833,-89.6667,84.31,75,1,10.6,Clear,MX,2022-09-20 23:34:12
394,Fortuna,40.5982,-124.1573,69.93,74,52,4.0,Clouds,US,2022-09-20 23:34:12
395,Panjakent,39.4952,67.6093,66.87,36,0,5.79,Clear,TJ,2022-09-20 23:34:12
396,Brae,60.3964,-1.353,55.51,93,100,13.89,Rain,GB,2022-09-20 23:34:13
397,Sept-Iles,50.2001,-66.3821,49.05,83,40,9.22,Clouds,CA,2022-09-20 23:33:51
398,Sainte-Suzanne,-20.9061,55.6089,70.02,97,75,14.97,Mist,RE,2022-09-20 23:34:13
399,Waingapu,-9.6567,120.2641,81.55,62,96,7.27,Clouds,ID,2022-09-20 23:34:13
400,Trairi,-3.2778,-39.2689,77.65,82,79,12.75,Clouds,BR,2022-09-20 23:30:36
401,Da Lat,11.9465,108.4419,62.47,97,100,0.83,Clouds,VN,2022-09-20 23:34:14
402,Svarstad,59.399,9.9698,43.16,90,8,3.0,Clear,NO,2022-09-20 23:34:14
403,Ylivieska,64.0833,24.55,40.87,58,96,3.89,Clouds,FI,2022-09-20 23:34:15
404,Santa Isabel Do Rio Negro,-0.4139,-65.0192,75.72,86,67,1.59,Clouds,BR,2022-09-20 23:34:15
405,Verkhoyansk,67.5447,133.385,33.1,60,100,10.71,Clouds,RU,2022-09-20 23:34:15
406,Urengoy,65.9667,78.3667,43.39,97,100,22.08,Clouds,RU,2022-09-20 23:34:16
407,Khatanga,71.9667,102.5,19.89,93,88,4.59,Clouds,RU,2022-09-20 23:34:16
408,Lamu,-2.2717,40.902,73.62,79,69,11.65,Clouds,KE,2022-09-20 23:34:17
409,Asau,46.4333,26.4,42.28,89,14,5.19,Clouds,RO,2022-09-20 23:34:17
410,North Vanlaiphai,23.1333,93.0667,59.99,100,62,1.68,Clouds,IN,2022-09-20 23:34:17
411,Vestmannaeyjar,63.4427,-20.2734,52.23,90,100,6.89,Clouds,IS,2022-09-20 23:32:02
412,Khasan,42.4308,130.6434,55.29,54,0,3.22,Clear,RU,2022-09-20 23:34:18
413,Aktau,43.65,51.2,63.18,30,3,12.12,Clear,KZ,2022-09-20 23:35:18
414,Biak,-0.9131,122.8766,79.99,73,61,5.21,Clouds,ID,2022-09-20 23:35:18
415,Ninghai,29.2892,121.4247,67.5,86,88,7.2,Clouds,CN,2022-09-20 23:35:19
416,Lata,40.1629,-8.3327,67.91,87,30,1.88,Clouds,PT,2022-09-20 23:35:19
417,Praia,14.9215,-23.5087,79.34,78,75,11.5,Clouds,CV,2022-09-20 23:35:19
418,Iberia,29.9502,-91.7507,91.06,45,0,6.91,Clear,US,2022-09-20 23:35:20
419,Lavrentiya,65.5833,-171.0,40.93,76,31,10.58,Clouds,RU,2022-09-20 23:35:20
420,Resavica,44.0408,21.5816,44.49,88,31,0.96,Clouds,RS,2022-09-20 23:35:20
421,Abnub,27.2696,31.1511,77.22,42,0,8.21,Clear,EG,2022-09-20 23:35:21
422,Cortez,37.3489,-108.5859,71.04,49,100,17.27,Clouds,US,2022-09-20 23:35:21
423,Dhidhdhoo,6.8833,73.1,80.8,78,68,9.62,Clouds,MV,2022-09-20 23:35:21
424,Seymchan,62.8833,152.4333,35.31,99,100,10.02,Clouds,RU,2022-09-20 23:35:22
425,Bocanda,7.0626,-4.4995,71.83,98,100,7.23,Clouds,CI,2022-09-20 23:35:22
426,Khani,41.9563,42.9566,58.57,97,91,2.17,Clouds,GE,2022-09-20 23:35:22
427,Kota Kinabalu,5.9749,116.0724,75.18,88,20,5.01,Clouds,MY,2022-09-20 23:35:23
428,Barcelos,41.5388,-8.6151,74.84,72,24,1.99,Clouds,PT,2022-09-20 23:31:16
429,Aykhal,66.0,111.5,23.38,95,100,13.42,Clouds,RU,2022-09-20 23:35:23
430,Cloquet,46.7216,-92.4594,78.39,71,0,0.0,Clear,US,2022-09-20 23:35:23
431,Ngunguru,-35.6167,174.5,62.89,74,47,11.45,Clouds,NZ,2022-09-20 23:35:24
432,Petatlan,17.5167,-101.2667,82.2,92,100,2.44,Clouds,MX,2022-09-20 23:35:24
433,Kysyl-Syr,63.8986,122.7617,30.7,74,90,9.06,Clouds,RU,2022-09-20 23:35:24
434,Winslow,35.0242,-110.6974,71.78,68,100,8.05,Clouds,US,2022-09-20 23:35:24
435,Morant Bay,17.8815,-76.4093,82.02,78,58,4.43,Clouds,JM,2022-09-20 23:35:25
436,Turukhansk,65.8167,87.9833,31.48,58,100,11.32,Clouds,RU,2022-09-20 23:35:25
437,Erenhot,43.6475,111.9767,57.33,41,2,16.4,Clear,CN,2022-09-20 23:35:25
438,Slantsy,59.1182,28.0914,48.33,93,100,3.49,Clouds,RU,2022-09-20 23:35:26
439,Warmbad,-28.45,18.7333,55.47,25,0,8.12,Clear,NA,2022-09-20 23:35:26
440,Podyuga,61.095,40.8647,45.79,93,93,7.81,Clouds,RU,2022-09-20 23:35:26
441,Banda Aceh,5.5577,95.3222,79.41,79,93,6.69,Clouds,ID,2022-09-20 23:35:26
442,Flin Flon,54.7682,-101.865,51.64,87,100,4.61,Mist,CA,2022-09-20 23:35:27
443,Port-Cartier,50.0334,-66.8654,48.74,88,72,7.7,Clouds,CA,2022-09-20 23:35:27
444,Saldanha,-33.0117,17.9442,48.25,83,2,7.45,Clear,ZA,2022-09-20 23:35:27
445,Wexford,52.3342,-6.4575,56.89,96,89,4.0,Clouds,IE,2022-09-20 23:35:28
446,Bima,-8.4667,118.7167,83.05,68,90,4.41,Clouds,ID,2022-09-20 23:35:28
447,Lasa,46.6166,10.7002,54.48,91,26,5.39,Clouds,IT,2022-09-20 23:35:28
448,Sovetskiy,61.3614,63.5842,50.86,88,18,8.79,Clouds,RU,2022-09-20 23:35:29
449,Yakima,46.4665,-120.6678,78.85,22,0,13.8,Clear,US,2022-09-20 23:35:29
450,Teguldet,57.3064,88.1667,39.87,91,94,1.32,Clouds,RU,2022-09-20 23:35:29
451,Lompoc,34.6391,-120.4579,73.53,68,20,10.36,Clouds,US,2022-09-20 23:35:30
452,Mogapi,-22.323,27.8349,63.48,84,27,15.77,Rain,BW,2022-09-20 23:35:30
453,Margate,51.3813,1.3862,58.3,75,98,5.17,Clouds,GB,2022-09-20 23:35:30
454,Wakkanai,45.4094,141.6739,56.52,50,4,21.23,Clear,JP,2022-09-20 23:35:31
455,Aden,12.7794,45.0367,86.83,75,44,11.72,Clouds,YE,2022-09-20 23:35:31
456,Hokitika,-42.7167,170.9667,58.91,61,88,4.43,Clouds,NZ,2022-09-20 23:35:31
457,Illapel,-31.6308,-71.1653,47.62,85,27,3.89,Clouds,CL,2022-09-20 23:35:32
458,Montilla,37.5863,-4.6381,73.6,72,62,5.82,Clouds,ES,2022-09-20 23:35:32
459,Knyaze-Volkonskoye,48.4642,135.4567,52.14,58,7,12.15,Clear,RU,2022-09-20 23:35:32
460,Aksarka,66.5606,67.7975,48.97,90,89,16.89,Clouds,RU,2022-09-20 23:35:32
461,Tomigusuku,26.185,127.675,78.93,65,20,20.71,Clouds,JP,2022-09-20 23:36:33
462,Galesong,-5.3166,119.3661,78.82,74,78,4.7,Clouds,ID,2022-09-20 23:36:33
463,Balkanabat,39.5108,54.3671,79.29,17,0,8.86,Clear,TM,2022-09-20 23:36:33
464,San Juan,-31.5375,-68.5364,58.21,32,0,11.83,Clear,AR,2022-09-20 23:36:34
465,Andenes,69.3143,16.1194,44.58,70,75,13.8,Clouds,NO,2022-09-20 23:36:34
466,Raudeberg,61.9875,5.1352,51.87,67,100,19.19,Clouds,NO,2022-09-20 23:36:34
467,Dombarovskiy,50.7587,59.5386,58.44,19,0,5.95,Clear,RU,2022-09-20 23:36:35
468,Abha,18.2164,42.5053,68.25,35,0,0.0,Clear,SA,2022-09-20 23:36:35
469,Garwa,24.1833,83.8167,75.34,95,91,3.51,Clouds,IN,2022-09-20 23:36:35
470,Galveston,29.3669,-94.9669,93.31,66,20,10.36,Clouds,US,2022-09-20 23:36:36
471,Kisangani,0.5167,25.2,70.9,99,98,2.44,Rain,CD,2022-09-20 23:36:36
472,Ustyuzhna,58.8394,36.4321,47.08,96,100,2.91,Clouds,RU,2022-09-20 23:36:36
473,Bosaso,11.2842,49.1816,89.44,48,97,9.08,Clouds,SO,2022-09-20 23:32:35
474,Samarai,-10.6167,150.6667,80.78,85,100,12.01,Clouds,PG,2022-09-20 23:36:37
475,Rajpipla,21.8667,73.5,73.49,94,38,5.37,Clouds,IN,2022-09-20 23:36:37
476,Constitucion,-35.3333,-72.4167,46.33,81,2,7.92,Clear,CL,2022-09-20 23:35:56
477,Xingyi,24.1877,102.817,60.71,93,38,2.26,Clouds,CN,2022-09-20 23:36:37
478,Novyy Urgal,51.0736,132.5642,43.21,61,87,5.53,Clouds,RU,2022-09-20 23:36:38
479,Namibe,-15.1961,12.1522,61.95,92,15,2.55,Clouds,AO,2022-09-20 23:36:38
480,Adeje,28.1227,-16.726,72.48,87,20,8.05,Clouds,ES,2022-09-20 23:36:38
481,Chapais,49.7834,-74.8492,53.38,69,11,7.87,Clouds,CA,2022-09-20 23:32:46
482,Kathu,7.9178,98.3332,83.75,83,100,9.8,Clouds,TH,2022-09-20 23:36:39
483,Toamasina,-18.1667,49.3833,66.2,94,40,3.44,Clouds,MG,2022-09-20 23:36:39
484,Rizhao,35.4275,119.4553,64.58,60,15,1.54,Clouds,CN,2022-09-20 23:36:39
485,Ossora,59.2353,163.0719,51.57,72,98,33.58,Clouds,RU,2022-09-20 23:36:39
486,Bell Ville,-32.6259,-62.6887,50.67,51,18,6.33,Clouds,AR,2022-09-20 23:36:40
487,Borogontsy,62.6683,131.1683,32.68,58,5,7.56,Clear,RU,2022-09-20 23:36:40
488,Ixtapa,20.7,-105.2,81.63,83,100,6.91,Clouds,MX,2022-09-20 23:36:25
489,Victoria,22.2855,114.1577,85.17,85,64,10.0,Clouds,HK,2022-09-20 23:35:37
490,Wajir,1.7471,40.0573,75.52,64,52,15.52,Clouds,KE,2022-09-20 23:36:41
491,Yamethin,20.4333,96.15,73.38,93,41,4.03,Clouds,MM,2022-09-20 23:36:41
492,Coquimbo,-29.9533,-71.3436,56.93,67,0,9.22,Clear,CL,2022-09-20 23:36:41
493,Bay Roberts,47.5999,-53.2648,50.25,85,40,3.71,Clouds,CA,2022-09-20 23:36:42
494,Korla,41.7597,86.1469,69.73,24,2,8.79,Clear,CN,2022-09-20 23:36:42
495,Garowe,8.4054,48.4845,76.32,74,29,19.57,Clouds,SO,2022-09-20 23:36:42
496,Talcahuano,-36.7167,-73.1167,49.68,76,75,5.75,Clouds,CL,2022-09-20 23:36:42
497,Alice Springs,-23.7,133.8833,62.15,26,1,16.11,Clear,AU,2022-09-20 23:36:43
498,Cervo,43.6702,-7.4101,63.97,82,5,16.71,Clear,ES,2022-09-20 23:36:43
499,Demyansk,57.643,32.466,45.95,96,100,1.79,Clouds,RU,2022-09-20 23:36:43
500,Buraydah,26.326,43.975,88.25,21,61,6.38,Clouds,SA,2022-09-20 23:36:44
501,Alegrete,-29.7831,-55.7919,60.46,90,87,8.95,Clouds,BR,2022-09-20 23:36:44
502,Ipueiras,-7.0333,-40.45,76.33,37,52,8.03,Clouds,BR,2022-09-20 23:36:44
503,Yeniseysk,58.4497,92.1703,29.64,93,25,4.36,Clouds,RU,2022-09-20 23:36:45
504,Ketchikan,55.3422,-131.6461,64.87,59,0,8.05,Clear,US,2022-09-20 23:32:12
505,Shelburne,44.0787,-80.2041,66.99,79,77,2.13,Clouds,CA,2022-09-20 23:33:35
506,Faridpur,23.6,89.8333,78.31,92,10,9.57,Clear,BD,2022-09-20 23:36:45
507,Cam Ranh,11.9214,109.1591,76.96,88,20,3.44,Rain,VN,2022-09-20 23:37:45
508,Ledyard,41.4398,-72.0142,71.28,78,69,1.01,Rain,US,2022-09-20 23:34:08
509,Khandbari,27.3747,87.2039,70.0,90,96,1.41,Clouds,NP,2022-09-20 23:37:46
510,Rundu,-17.9333,19.7667,61.43,21,0,9.15,Clear,NA,2022-09-20 23:37:46
511,Nerchinskiy Zavod,51.3088,119.61,46.26,76,100,9.04,Clouds,RU,2022-09-20 23:37:46
512,Linhares,-19.3911,-40.0722,70.79,81,47,8.21,Clouds,BR,2022-09-20 23:37:47
513,Mananjary,-21.2167,48.3333,68.25,83,40,1.88,Clouds,MG,2022-09-20 23:37:47
514,Taoudenni,22.6783,-3.9836,95.76,23,4,13.02,Clear,ML,2022-09-20 23:37:47
515,Te Anau,-45.4167,167.7167,51.69,74,89,1.36,Clouds,NZ,2022-09-20 23:37:48
516,La Palma,33.8464,-118.0467,89.87,62,20,16.11,Clouds,US,2022-09-20 23:37:48
517,Vila,42.0304,-8.1588,59.88,80,60,2.77,Clouds,PT,2022-09-20 23:37:48
518,Vidim,56.4088,103.1106,32.07,88,88,12.5,Clouds,RU,2022-09-20 23:37:49
519,Bridlington,54.0831,-0.1919,58.89,78,89,7.87,Clouds,GB,2022-09-20 23:37:49
520,Balgazyn,51.0,95.2,39.74,89,8,2.24,Clear,RU,2022-09-20 23:37:49
521,Qui Nhon,13.7667,109.2333,78.3,89,100,7.56,Clouds,VN,2022-09-20 23:37:50
522,Nashville,36.1659,-86.7844,93.51,42,0,8.05,Clear,US,2022-09-20 23:35:52
523,Tautira,-17.7333,-149.15,77.25,77,75,17.25,Rain,PF,2022-09-20 23:37:50
524,Uray,60.1247,64.7758,55.29,95,84,8.46,Clouds,RU,2022-09-20 23:37:50
525,Tynda,55.1667,124.7167,39.45,76,93,0.4,Clouds,RU,2022-09-20 23:37:51
526,Polohy,47.4844,36.2536,52.41,79,82,10.09,Clouds,UA,2022-09-20 23:37:51
527,Nara,34.6851,135.8049,71.49,41,64,5.35,Clouds,JP,2022-09-20 23:37:51
528,Santa Cruz,-17.8,-63.1667,78.85,69,40,3.44,Clouds,BO,2022-09-20 23:34:11
529,Mayumba,-3.432,10.6554,74.91,88,100,6.67,Rain,GA,2022-09-20 23:37:52
530,Cidreira,-30.1811,-50.2056,59.27,91,72,9.93,Clouds,BR,2022-09-20 23:37:52
531,Muli,2.9167,73.5667,81.23,75,36,7.65,Clouds,MV,2022-09-20 23:37:52
532,Padilla,3.2204,-76.3139,76.57,89,95,3.42,Clouds,CO,2022-09-20 23:37:53
533,Edson,53.5835,-116.4356,59.11,33,0,10.36,Clear,CA,2022-09-20 23:33:36
