City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Waipawa,NZ,2022-09-16 01:43:20,-41.4122,175.5153,46.83,80,94,10.94
296,Douentza,ML,2022-09-16 01:43:20,14.9951,-2.9517,81.84,64,100,11.7
297,Ponta Delgada,PT,2022-09-16 01:43:20,37.7333,-25.6667,76.5,94,75,13.8
298,Albina,SR,2022-09-16 01:43:21,5.5,-54.05,75.34,97,47,2.59
299,Champerico,GT,2022-09-16 01:43:21,14.3,-91.9167,78.82,83,100,8.77
300,San Andres,CO,2022-09-16 01:42:47,12.5847,-81.7006,82.42,78,75,5.75
301,Kalmunai,LK,2022-09-16 01:43:21,7.4167,81.8167,80.2,77,92,2.91
302,Rincon,US,2022-09-16 01:41:17,32.296,-81.2354,78.85,69,75,4.61
303,Sorong,ID,2022-09-16 01:40:47,-0.8833,131.25,82.4,71,100,2.37
304,Paita,PE,2022-09-16 01:43:22,-5.0892,-81.1144,64.15,87,10,12.03
305,Villazon,BO,2022-09-16 01:43:22,-22.0866,-65.5942,41.09,39,0,8.01
306,Amga,RU,2022-09-16 01:43:22,60.8953,131.9608,46.78,49,33,7.99
307,Hanzhong,CN,2022-09-16 01:43:22,33.0728,107.0303,67.44,84,99,0.38
308,Ostrovnoy,RU,2022-09-16 01:43:23,68.0531,39.5131,46.85,98,100,8.34
309,Jaen,ES,2022-09-16 01:43:23,38.0,-3.5,65.25,66,0,2.39
310,Ahuimanu,US,2022-09-16 01:43:23,21.4447,-157.8378,84.2,69,40,9.22
311,Mehamn,NO,2022-09-16 01:43:23,71.0357,27.8492,46.31,100,100,16.11
312,Taltal,CL,2022-09-16 01:43:24,-25.4,-70.4833,55.94,80,18,1.14
313,Namatanai,PG,2022-09-16 01:43:24,-3.6667,152.4333,83.48,70,86,11.79
314,Salmas,IR,2022-09-16 01:43:24,38.1973,44.7653,58.01,37,0,2.48
315,Hervey Bay,AU,2022-09-16 01:43:25,-25.2986,152.8535,70.02,72,15,17.78
316,Shahr-E Babak,IR,2022-09-16 01:43:25,30.1165,55.1186,69.73,19,0,9.84
317,Shirvan,AZ,2022-09-16 01:43:25,39.9509,48.8994,66.7,73,0,3.87
318,Oriximina,BR,2022-09-16 01:43:25,-1.7656,-55.8661,81.07,52,19,3.69
319,Alice Springs,AU,2022-09-16 01:38:50,-23.7,133.8833,71.15,18,0,10.36
320,Bani,DO,2022-09-16 01:43:26,18.2833,-70.3333,78.24,71,100,12.64
321,Broome,US,2022-09-16 01:44:26,42.2506,-75.833,50.97,92,31,1.99
322,Luneville,FR,2022-09-16 01:44:27,48.6,6.5,58.89,76,100,3.91
323,Baghmara,IN,2022-09-16 01:44:27,23.795,86.2085,79.43,78,100,6.38
324,La Rioja,ES,2022-09-16 01:44:27,42.25,-2.5,58.78,93,4,3.91
325,Juneau,US,2022-09-16 01:44:27,58.3019,-134.4197,56.21,92,75,10.36
326,Lagoa,PT,2022-09-16 01:44:28,39.05,-27.9833,72.95,90,40,17.9
327,Rochegda,RU,2022-09-16 01:44:28,62.8,43.25,48.47,97,100,4.9
328,Yambio,SS,2022-09-16 01:44:28,4.5721,28.3955,65.97,98,93,3.27
329,Kabalo,CD,2022-09-16 01:44:28,-6.05,26.9167,74.88,69,100,0.92
330,Zapolyarnyy,RU,2022-09-16 01:44:29,69.4154,30.8136,47.48,97,100,21.94
331,Guarapari,BR,2022-09-16 01:44:29,-20.6667,-40.4975,71.89,92,99,6.33
332,Dauphin,CA,2022-09-16 01:44:29,51.1494,-100.0502,55.54,88,40,9.22
333,Charlestown,AU,2022-09-16 01:44:30,-32.95,151.6667,73.72,60,0,8.99
334,Sasina,BA,2022-09-16 01:44:30,44.7987,16.739,60.78,95,100,3.83
335,Ambovombe,MG,2022-09-16 01:44:30,-25.1667,46.0833,64.99,76,0,5.75
336,Matadi,CD,2022-09-16 01:44:30,-5.8167,13.45,75.09,80,100,6.53
337,Washington,US,2022-09-16 01:43:51,47.5001,-120.5015,72.77,53,91,4.99
338,Burgstadt,DE,2022-09-16 01:44:31,50.9167,12.8167,54.55,84,100,10.78
339,Berezovyy,RU,2022-09-16 01:44:31,51.6667,135.7,53.91,66,100,2.39
340,Kurumkan,RU,2022-09-16 01:44:31,54.3,110.3,51.66,61,100,5.08
341,South Lake Tahoe,US,2022-09-16 01:41:05,38.9332,-119.9844,67.26,46,0,6.91
342,Maragogi,BR,2022-09-16 01:44:32,-9.0122,-35.2225,72.54,76,22,6.53
343,Beni Suef,EG,2022-09-16 01:44:32,29.0731,31.0979,72.01,55,0,7.56
344,Manaure,CO,2022-09-16 01:44:32,11.7751,-72.4445,84.92,64,58,17.56
345,Kristiansund,NO,2022-09-16 01:44:32,63.1115,7.732,52.45,82,100,10.36
346,Bac Lieu,VN,2022-09-16 01:44:33,9.285,105.7244,83.84,73,99,12.1
347,Tubuala,PA,2022-09-16 01:44:33,9.5167,-79.0333,79.25,84,100,4.74
348,Toora-Khem,RU,2022-09-16 01:44:33,52.4675,96.11,43.36,80,100,5.44
349,Yinchuan,CN,2022-09-16 01:44:33,38.4681,106.2731,71.8,51,100,5.32
350,Melilla,ES,2022-09-16 01:44:34,35.2937,-2.9383,73.78,68,0,9.22
351,Antofagasta,CL,2022-09-16 01:44:34,-23.65,-70.4,56.48,81,22,1.92
352,Hokitika,NZ,2022-09-16 01:44:34,-42.7167,170.9667,54.63,62,29,11.1
353,Flinders,AU,2022-09-16 01:44:35,-34.5833,150.8552,73.38,39,7,14.0
354,Smirnykh,RU,2022-09-16 01:44:35,49.75,142.8333,59.92,43,30,2.19
355,Kyabe,TD,2022-09-16 01:44:35,9.4515,18.9449,71.74,94,100,4.34
356,Pontianak,ID,2022-09-16 01:44:36,-0.0333,109.3333,76.98,94,75,6.91
357,Lebu,CL,2022-09-16 01:44:36,-37.6167,-73.65,54.09,93,100,15.66
358,Yanam,IN,2022-09-16 01:44:36,16.7333,82.2167,78.73,86,100,5.59
359,Erzin,TR,2022-09-16 01:44:36,36.9559,36.2,71.29,84,0,2.28
360,Marquette,US,2022-09-16 01:44:20,46.5333,-87.6335,67.77,91,100,6.02
361,Sivas,TR,2022-09-16 01:44:37,39.7916,37.0019,54.23,46,0,5.75
362,Yar-Sale,RU,2022-09-16 01:44:37,66.8333,70.8333,44.44,85,100,9.01
363,Peniche,PT,2022-09-16 01:44:37,39.3558,-9.3811,68.11,95,1,7.16
364,Ilulissat,GL,2022-09-16 01:44:37,69.2167,-51.1,39.22,100,75,1.14
365,Vitim,RU,2022-09-16 01:44:38,59.4511,112.5578,48.15,62,41,3.8
366,Solnechnyy,RU,2022-09-16 01:44:38,50.7214,136.6319,59.95,48,80,3.44
367,Pahrump,US,2022-09-16 01:40:35,36.2083,-115.9839,84.43,19,0,5.01
368,Catuday,PH,2022-09-16 01:44:38,16.2923,119.8062,82.0,70,7,6.49
369,Sorland,NO,2022-09-16 01:45:39,67.667,12.6934,53.46,75,97,14.54
370,Aripuana,BR,2022-09-16 01:45:39,-9.1667,-60.6333,75.65,76,21,1.05
371,Boende,CD,2022-09-16 01:45:39,-0.2167,20.8667,68.27,97,29,1.68
372,La Ronge,CA,2022-09-16 01:45:39,55.1001,-105.2842,62.82,63,40,3.44
373,Tuatapere,NZ,2022-09-16 01:45:40,-46.1333,167.6833,48.0,61,92,4.81
374,Kambove,CD,2022-09-16 01:45:40,-10.8764,26.5969,66.76,43,100,7.83
375,Krasnoye,UA,2022-09-16 01:45:40,49.9145,24.6134,56.48,96,100,5.46
376,Volchanets,RU,2022-09-16 01:45:41,42.9131,132.7469,63.84,72,100,7.83
377,Vila Franca Do Campo,PT,2022-09-16 01:45:41,37.7167,-25.4333,76.19,91,86,12.75
378,Roald,NO,2022-09-16 01:45:41,62.5833,6.1333,55.76,87,75,16.11
379,Bandarbeyla,SO,2022-09-16 01:45:41,9.4942,50.8122,78.82,69,15,23.13
380,Mankera,PK,2022-09-16 01:45:42,31.3866,71.4407,86.47,46,0,7.74
381,Duekoue,CI,2022-09-16 01:45:42,6.7472,-7.3496,70.5,99,100,2.93
382,Maloy,NO,2022-09-16 01:45:42,61.9353,5.1136,53.33,1,100,30.67
383,Dakar,SN,2022-09-16 01:40:48,14.6937,-17.4441,82.53,89,20,0.0
384,Tommot,RU,2022-09-16 01:45:42,58.9564,126.2925,48.67,58,20,3.53
385,Dangtu,CN,2022-09-16 01:45:43,31.5723,118.4928,73.45,64,67,7.29
386,Sri Aman,MY,2022-09-16 01:45:43,1.2376,111.4621,78.85,94,20,2.3
387,Nhulunbuy,AU,2022-09-16 01:45:43,-12.2333,136.7667,86.61,66,40,16.11
388,Sinnamary,GF,2022-09-16 01:45:44,5.3833,-52.95,79.79,87,41,10.07
389,Kralendijk,BQ,2022-09-16 01:44:48,12.15,-68.2667,84.18,74,0,10.36
390,Hofn,IS,2022-09-16 01:45:44,64.2539,-15.2082,45.7,62,100,5.41
391,Baependi,BR,2022-09-16 01:45:44,-21.9589,-44.89,60.57,95,99,3.6
392,Cacule,BR,2022-09-16 01:45:44,-14.5033,-42.2222,74.32,37,1,6.82
393,Bourg-En-Bresse,FR,2022-09-16 01:45:45,46.1667,5.1667,64.22,93,60,1.16
394,Vao,NC,2022-09-16 01:45:45,-22.6667,167.4833,68.94,63,9,11.45
395,Havre-Saint-Pierre,CA,2022-09-16 01:45:46,50.2334,-63.5986,51.8,100,100,4.61
396,Mari-Turek,RU,2022-09-16 01:45:46,56.7895,49.6235,49.24,97,100,4.38
397,Sterlitamak,RU,2022-09-16 01:45:46,53.6246,55.9502,51.85,55,100,6.02
398,Tzucacab,MX,2022-09-16 01:45:46,20.0667,-89.05,76.24,89,65,3.47
399,Ixtapa,MX,2022-09-16 01:45:47,20.7,-105.2,78.64,96,100,1.07
400,Bundaberg,AU,2022-09-16 01:45:47,-24.85,152.35,74.21,71,21,7.0
401,Qasigiannguit,GL,2022-09-16 01:45:47,68.8193,-51.1922,39.45,97,100,5.06
402,Heide,DE,2022-09-16 01:45:47,54.2,9.1,50.86,58,100,16.35
403,Half Moon Bay,US,2022-09-16 01:45:23,37.4636,-122.4286,69.71,74,40,21.85
404,Emerald,AU,2022-09-16 01:45:48,-23.5333,148.1667,82.63,42,9,13.56
405,Sao Joao Da Barra,BR,2022-09-16 01:45:48,-21.6403,-41.0511,68.27,86,72,7.4
406,Jaque,PA,2022-09-16 01:45:48,7.5175,-78.1703,77.41,87,100,1.86
407,Okakarara,NA,2022-09-16 01:45:49,-20.5833,17.4333,60.03,31,5,6.64
408,Moindou,NC,2022-09-16 01:45:49,-21.6924,165.677,73.71,60,61,8.63
409,Arona,ES,2022-09-16 01:45:49,28.0996,-16.681,67.98,88,20,6.91
410,Vardo,NO,2022-09-16 01:45:49,70.3705,31.1107,48.18,93,100,24.16
411,Margherita,IN,2022-09-16 01:45:50,27.2833,95.6833,76.05,98,99,0.74
412,Urengoy,RU,2022-09-16 01:45:50,65.9667,78.3667,45.84,88,100,3.78
413,Najran,SA,2022-09-16 01:45:02,17.4924,44.1277,74.05,20,8,3.85
414,Itoman,JP,2022-09-16 01:45:50,26.1247,127.6694,88.18,79,40,12.66
415,Atasu,KZ,2022-09-16 01:46:51,48.6814,71.6433,46.06,47,63,12.66
416,Bacolod,PH,2022-09-16 01:46:51,10.6667,122.95,76.59,94,100,16.17
417,Tucurui,BR,2022-09-16 01:46:51,-3.7661,-49.6725,81.18,58,97,5.7
418,Eskilstuna,SE,2022-09-16 01:46:51,59.3666,16.5077,50.86,95,100,5.99
419,Kaman,IN,2022-09-16 01:46:52,27.65,77.2667,74.89,88,100,6.17
420,Puerto Cabezas,NI,2022-09-16 01:46:52,14.0351,-83.3888,77.99,87,100,5.55
421,Lerici,IT,2022-09-16 01:46:52,44.0759,9.9112,74.86,81,31,10.07
422,Jiuquan,CN,2022-09-16 01:46:52,39.7432,98.5174,61.38,30,2,4.79
423,Presidencia Roque Saenz Pena,AR,2022-09-16 01:46:53,-26.7852,-60.4388,56.03,50,0,6.82
424,Cassilandia,BR,2022-09-16 01:46:53,-19.1133,-51.7342,71.6,71,100,5.55
425,Manzhouli,CN,2022-09-16 01:46:53,49.6,117.4333,62.37,58,96,14.52
426,Takhtamygda,RU,2022-09-16 01:46:54,54.1,123.5667,50.77,64,55,2.8
427,Eureka,US,2022-09-16 01:46:54,40.8021,-124.1637,64.18,84,13,3.0
428,Banda Aceh,ID,2022-09-16 01:46:54,5.5577,95.3222,82.04,74,100,6.49
429,Galdar,ES,2022-09-16 01:46:54,28.147,-15.6502,75.7,84,79,15.39
430,Benguela,AO,2022-09-16 01:46:55,-12.5763,13.4055,70.57,87,38,4.03
431,Alyangula,AU,2022-09-16 01:46:55,-13.8483,136.4192,83.03,72,2,11.99
432,Touros,BR,2022-09-16 01:46:55,-5.1989,-35.4608,77.16,78,9,14.56
433,Aquiraz,BR,2022-09-16 01:46:56,-3.9014,-38.3911,79.18,81,12,10.85
434,Matagami,CA,2022-09-16 01:46:56,49.7502,-77.6328,46.51,76,100,3.44
435,Longonjo,AO,2022-09-16 01:46:56,-12.9067,15.2533,62.2,72,48,0.85
436,Grimsby,GB,2022-09-16 01:46:56,53.5654,-0.0755,53.89,81,20,12.66
437,Megion,RU,2022-09-16 01:46:57,61.0296,76.1136,42.82,88,96,5.88
438,Hare Bay,CA,2022-09-16 01:46:57,48.8499,-54.0148,58.35,86,28,7.96
439,Ubala,CO,2022-09-16 01:43:51,4.7478,-72.5369,79.36,73,92,4.5
440,Las Vegas,US,2022-09-16 01:46:57,36.175,-115.1372,92.08,23,20,11.5
441,Qingdao,CN,2022-09-16 01:46:58,36.0986,120.3719,69.4,94,100,17.9
442,Uaua,BR,2022-09-16 01:46:58,-9.8414,-39.4817,71.65,79,4,13.35
443,Talnakh,RU,2022-09-16 01:46:58,69.4865,88.3972,33.21,97,100,15.7
444,San Juan,AR,2022-09-16 01:44:57,-31.5375,-68.5364,68.02,15,47,15.9
445,Khor,RU,2022-09-16 01:46:59,47.8861,134.9464,66.69,76,76,1.43
446,College,US,2022-09-16 01:46:59,64.8569,-147.8028,57.07,80,75,8.05
447,Mataram,ID,2022-09-16 01:46:59,-8.5833,116.1167,85.01,62,83,11.54
448,Iquitos,PE,2022-09-16 01:44:01,-3.7481,-73.2472,75.24,94,75,5.75
449,Itarema,BR,2022-09-16 01:46:59,-2.9248,-39.9167,77.65,80,6,14.76
450,Kungurtug,RU,2022-09-16 01:47:00,50.5994,97.5228,39.51,99,100,2.55
451,Tiksi,RU,2022-09-16 01:47:00,71.6872,128.8694,38.39,66,100,18.52
452,Topolobampo,MX,2022-09-16 01:47:00,25.6,-109.05,84.18,68,0,10.4
453,Arlit,NE,2022-09-16 01:47:01,18.7369,7.3853,94.53,17,53,7.11
454,Dovolnoye,RU,2022-09-16 01:47:01,54.4958,79.6671,46.08,69,8,4.52
455,Karpogory,RU,2022-09-16 01:47:01,64.0019,44.4451,48.47,98,100,6.15
456,Kupang,ID,2022-09-16 01:47:02,-10.1667,123.5833,88.38,66,20,6.91
457,Anadyr,RU,2022-09-16 01:47:02,64.75,177.4833,43.3,93,75,0.0
458,Ushibuka,JP,2022-09-16 01:47:02,32.1906,130.0228,84.49,66,91,3.8
459,Sola,VU,2022-09-16 01:47:03,-13.8833,167.55,80.51,76,12,15.86
460,Totma,RU,2022-09-16 01:47:03,59.9747,42.7642,47.62,99,100,3.89
461,Puerto Baquerizo Moreno,EC,2022-09-16 01:42:40,-0.9,-89.6,66.34,78,74,13.29
462,Tevaitoa,PF,2022-09-16 01:47:03,-16.7833,-151.5,77.43,75,100,24.29
463,Urusha,RU,2022-09-16 01:48:04,54.05,122.9,47.71,76,80,2.3
464,Ilinskiy,RU,2022-09-16 01:48:04,55.619,38.1182,46.38,100,40,4.47
465,Adolfo Lopez Mateos,MX,2022-09-16 01:48:04,28.4667,-107.3,70.93,58,4,8.28
466,Los Llanos De Aridane,ES,2022-09-16 01:48:04,28.6585,-17.9182,73.15,87,20,20.71
467,Katsuura,JP,2022-09-16 01:48:05,35.1333,140.3,79.34,59,61,10.45
468,Padborg,DK,2022-09-16 01:48:05,54.8266,9.3625,54.46,85,100,17.27
469,Mahajanga,MG,2022-09-16 01:48:05,-15.7167,46.3167,66.22,63,20,3.44
470,Agapovka,RU,2022-09-16 01:48:06,53.2973,59.1348,49.21,44,100,5.1
471,Buraydah,SA,2022-09-16 01:45:04,26.326,43.975,81.05,20,0,6.85
472,Verkhnyaya Toyma,RU,2022-09-16 01:48:06,62.2349,44.9985,48.85,99,100,4.63
473,Te Anau,NZ,2022-09-16 01:48:06,-45.4167,167.7167,48.02,63,71,1.95
474,Chaoyang,CN,2022-09-16 01:48:07,41.5703,120.4586,65.17,78,100,14.36
475,Comodoro Rivadavia,AR,2022-09-16 01:46:50,-45.8667,-67.5,53.46,47,0,19.57
476,Shupiyan,IN,2022-09-16 01:48:07,33.7167,74.8333,58.77,76,4,1.54
477,Nizhniy Tsasuchey,RU,2022-09-16 01:48:07,50.5167,115.1333,52.7,69,95,12.68
478,Korla,CN,2022-09-16 01:48:07,41.7597,86.1469,68.74,19,0,7.49
479,Cuxhaven,DE,2022-09-16 01:48:08,53.8718,8.6909,52.0,82,20,11.5
480,Maholi,IN,2022-09-16 01:48:08,27.6667,80.4667,74.71,98,100,13.09
481,Berettyoujfalu,HU,2022-09-16 01:48:08,47.2167,21.55,66.69,86,100,10.38
482,Strezhevoy,RU,2022-09-16 01:48:09,60.7333,77.5889,45.48,87,100,4.14
483,Oktyabrskiy,RU,2022-09-16 01:48:09,54.4815,53.471,53.65,70,99,3.15
484,Jiexiu,CN,2022-09-16 01:48:09,37.0244,111.9125,73.74,49,1,3.47
485,Zhigansk,RU,2022-09-16 01:48:09,66.7697,123.3711,38.23,89,100,15.77
486,Rocha,UY,2022-09-16 01:46:26,-34.4833,-54.3333,50.02,96,0,5.95
487,Santa Maria,BR,2022-09-16 01:47:41,-29.6842,-53.8069,56.5,88,0,3.44
488,Ubinskoye,RU,2022-09-16 01:48:10,55.3068,79.6802,47.25,69,9,3.33
489,Grand Gaube,MU,2022-09-16 01:48:10,-20.0064,57.6608,70.38,67,2,20.58
490,Karratha,AU,2022-09-16 01:48:11,-20.7377,116.8463,81.34,21,0,17.74
491,Ler,SS,2022-09-16 01:48:11,8.3018,30.1418,70.5,98,100,2.53
492,Monrovia,LR,2022-09-16 01:45:32,6.3005,-10.7969,75.25,91,100,7.09
493,Maraba,BR,2022-09-16 01:48:11,-5.3686,-49.1178,82.58,78,0,3.44
494,Morant Bay,JM,2022-09-16 01:48:12,17.8815,-76.4093,83.82,82,68,6.11
495,Santa Rosa,PH,2022-09-16 01:43:24,14.3122,121.1114,85.01,74,68,9.64
496,Lumberton,US,2022-09-16 01:48:12,34.6182,-79.0086,72.45,83,0,0.0
497,Pavlodar,KZ,2022-09-16 01:48:12,52.3,76.95,40.8,65,0,8.95
498,Ribeira Grande,PT,2022-09-16 01:48:12,38.5167,-28.7,73.8,94,40,8.05
499,Rio Gallegos,AR,2022-09-16 01:48:13,-51.6226,-69.2181,37.45,93,100,6.91
500,Tonantins,BR,2022-09-16 01:48:13,-2.8731,-67.8022,72.64,99,99,4.68
501,Veracruz,MX,2022-09-16 01:48:13,19.3333,-96.6667,67.68,95,100,4.23
502,Corinto,GR,2022-09-16 01:48:14,37.9407,22.9573,73.56,64,5,3.04
503,Frederico Westphalen,BR,2022-09-16 01:48:14,-27.3592,-53.3944,51.64,93,2,5.28
504,Verkhoyansk,RU,2022-09-16 01:48:14,67.5447,133.385,40.03,71,98,5.95
505,Hualmay,PE,2022-09-16 01:48:14,-11.0964,-77.6139,61.75,83,54,6.15
506,Kimbe,PG,2022-09-16 01:48:15,-5.5502,150.1429,84.85,73,96,4.0
507,Derac,HT,2022-09-16 01:48:15,19.65,-71.8167,81.09,75,83,8.3
508,Kamaishi,JP,2022-09-16 01:48:15,39.2667,141.8833,73.29,72,100,12.5
509,Majene,ID,2022-09-16 01:49:16,-3.5403,118.9707,82.78,70,100,8.55
510,Gandai,IN,2022-09-16 01:49:16,21.6667,81.1,75.99,88,99,10.31
511,Isabela,PH,2022-09-16 01:49:16,6.7085,121.9711,84.25,84,100,5.41
512,Luwuk,ID,2022-09-16 01:49:17,-0.9516,122.7875,84.06,69,100,5.12
513,Srednekolymsk,RU,2022-09-16 01:49:17,67.45,153.6833,41.23,57,100,5.93
514,Ulaanbaatar,MN,2022-09-16 01:49:17,47.9077,106.8832,46.53,87,40,0.0
515,Collie,AU,2022-09-16 01:49:17,-33.3667,116.15,59.67,56,8,5.77
516,Lavrentiya,RU,2022-09-16 01:49:18,65.5833,-171.0,46.71,84,100,8.95
517,Visby,SE,2022-09-16 01:49:18,57.6409,18.296,55.62,76,100,14.97
518,Ewa Beach,US,2022-09-16 01:49:18,21.3156,-158.0072,84.43,70,100,5.75
519,Praia,CV,2022-09-16 01:49:19,14.9215,-23.5087,79.34,83,75,10.36
520,Mahibadhoo,MV,2022-09-16 01:49:19,3.7833,72.9667,80.11,71,9,1.7
521,Basco,PH,2022-09-16 01:49:19,20.4487,121.9702,83.21,72,14,16.33
522,Myitkyina,MM,2022-09-16 01:49:20,25.3833,97.4,75.47,99,99,0.76
523,Andros,GR,2022-09-16 01:49:20,37.8333,24.9333,72.73,68,5,11.01
524,Tayu,ID,2022-09-16 01:49:20,-6.5397,111.0518,84.38,62,100,7.81
525,Agadez,NE,2022-09-16 01:49:20,19.75,10.25,86.63,14,44,7.74
526,Kaseda,JP,2022-09-16 01:49:21,31.4167,130.3167,83.66,66,91,18.88
527,Brovary,UA,2022-09-16 01:49:21,50.5,30.7667,58.87,96,100,6.26
528,Moa,CU,2022-09-16 01:49:21,20.6569,-74.9403,80.01,85,98,8.59
529,Ugoofaaru,MV,2022-09-16 01:49:21,5.6667,73.0,80.85,71,11,4.85
530,Margate,GB,2022-09-16 01:49:22,51.3813,1.3862,57.87,65,100,5.01
531,Lokosovo,RU,2022-09-16 01:49:22,61.1333,74.8167,46.18,86,95,5.21
532,Caete,BR,2022-09-16 01:49:22,-19.88,-43.6697,72.81,80,17,4.16
533,Astoria,US,2022-09-16 01:49:23,46.1879,-123.8313,64.6,75,0,10.36
534,Mbabane,SZ,2022-09-16 01:49:23,-26.3167,31.1333,57.63,54,0,4.05
535,Tikaitnagar,IN,2022-09-16 01:49:23,26.95,81.5833,75.52,97,100,14.29
536,Colombo,LK,2022-09-16 01:47:25,6.9319,79.8478,76.95,80,34,8.14
537,Whitehorse,CA,2022-09-16 01:45:37,60.7161,-135.0538,54.37,46,75,5.75
538,Taksimo,RU,2022-09-16 01:49:24,56.3444,114.8794,50.94,55,68,2.95
539,Severodvinsk,RU,2022-09-16 01:49:24,64.5635,39.8302,50.11,98,100,7.67
540,Eckernforde,DE,2022-09-16 01:49:24,54.4667,9.8333,54.18,62,100,16.71
541,Muros,ES,2022-09-16 01:49:24,42.7762,-9.0603,67.08,90,9,7.18
542,Inhambane,MZ,2022-09-16 01:49:25,-23.865,35.3833,65.44,84,0,3.44
543,Pervomayskoye,RU,2022-09-16 01:49:25,43.919,46.7102,64.4,83,57,11.81
544,Kurmanayevka,RU,2022-09-16 01:49:25,52.5093,52.0675,51.44,77,74,5.59
545,Jalu,LY,2022-09-16 01:49:26,29.0331,21.5482,75.2,43,0,6.44
546,Ondjiva,AO,2022-09-16 01:49:26,-17.0667,15.7333,65.66,21,3,7.74
547,Morehead,US,2022-09-16 01:45:16,37.2711,-87.1764,66.85,93,0,0.0
548,Dunedin,NZ,2022-09-16 01:49:26,-45.8742,170.5036,46.8,67,79,5.01
549,Alta Floresta,BR,2022-09-16 01:49:27,-9.8756,-56.0861,75.07,76,84,3.09
550,Emba,KZ,2022-09-16 01:49:27,48.8264,58.1442,57.11,62,6,7.05
551,Avera,US,2022-09-16 01:49:27,33.194,-82.5271,67.55,59,0,5.82
552,Plettenberg Bay,ZA,2022-09-16 01:49:27,-34.0527,23.3716,58.96,72,6,2.68
553,Flin Flon,CA,2022-09-16 01:45:32,54.7682,-101.865,53.74,64,2,4.68
554,Queimadas,BR,2022-09-16 01:49:28,-10.9783,-39.6264,71.24,78,10,10.76
555,Acton Vale,CA,2022-09-16 01:50:28,45.6501,-72.5658,51.89,83,21,4.97
556,Tigil,RU,2022-09-16 01:50:28,57.8,158.6667,51.91,52,35,15.88
557,Patitirion,GR,2022-09-16 01:50:29,39.15,23.8667,77.38,69,6,5.73
558,Lasa,IT,2022-09-16 01:50:29,46.6166,10.7002,63.48,92,44,4.36
559,Banihal,IN,2022-09-16 01:50:29,33.4167,75.2,63.59,80,1,3.13
560,Honningsvag,NO,2022-09-16 01:50:30,70.9821,25.9704,46.15,87,100,21.85
561,Chilca,PE,2022-09-16 01:50:30,-12.5211,-76.7372,60.33,86,32,6.67
562,Vila Velha,BR,2022-09-16 01:47:04,-20.3297,-40.2925,73.35,88,100,8.05
563,Port Shepstone,ZA,2022-09-16 01:50:30,-30.7414,30.455,66.92,90,83,5.61
564,Port Hedland,AU,2022-09-16 01:50:31,-20.3167,118.5667,84.25,15,0,13.8
565,Rafai,CF,2022-09-16 01:50:31,4.95,23.9167,67.48,98,99,0.38
566,Usinsk,RU,2022-09-16 01:50:31,65.9939,57.5281,47.93,90,100,8.88
567,Pozo Colorado,PY,2022-09-16 01:50:31,-23.4923,-58.7972,59.49,37,0,4.47
568,Ust-Ilimsk,RU,2022-09-16 01:50:32,58.0006,102.6619,46.6,58,6,2.33
569,Sayansk,RU,2022-09-16 01:50:32,54.1088,102.1648,46.67,64,100,6.93
570,Tianpeng,CN,2022-09-16 01:50:32,30.9866,103.9393,71.73,89,100,4.83
571,Mustasaari,FI,2022-09-16 01:50:33,63.1142,21.6822,50.9,100,100,3.44
572,Mount Isa,AU,2022-09-16 01:50:33,-20.7333,139.5,87.57,29,0,8.05
573,Shizunai,JP,2022-09-16 01:50:33,42.3339,142.3669,69.24,76,100,12.86
574,Sajanan,TN,2022-09-16 01:50:34,37.0573,9.2426,77.92,86,61,7.94
575,Arroyo,ES,2022-09-16 01:50:34,41.6096,-4.7969,62.6,89,0,6.91
576,Kitui,KE,2022-09-16 01:50:34,-1.367,38.0106,57.74,95,38,6.53
577,Torit,SS,2022-09-16 01:50:34,4.4133,32.5678,68.14,95,99,1.77
578,Ouadda,CF,2022-09-16 01:50:35,8.0777,22.4007,67.48,97,100,2.13
579,Nabire,ID,2022-09-16 01:50:35,-3.3667,135.4833,84.09,70,11,3.85
580,Awash,ET,2022-09-16 01:50:35,8.9833,40.1667,73.15,67,84,6.44
581,Tomigusuku,JP,2022-09-16 01:50:36,26.185,127.675,87.93,79,40,12.66
582,Palmer,US,2022-09-16 01:48:33,42.1584,-72.3287,56.57,77,0,0.0
583,Khuzdar,PK,2022-09-16 01:50:36,27.7384,66.6434,72.7,51,0,5.32
584,Selishche,RU,2022-09-16 01:50:36,56.8879,33.2691,51.33,96,100,7.18
